"cell","ttype","ttype_sub","layer"
"SM-GE5VE_S016_E1-50","Sst","Sst Tac1 Htr1d","4"
"SM-GE5VE_S023_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE5VE_S050_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5VE_S031_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5VE_S032_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5VE_S051_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5VE_S033_E1-50","Pvalb","Pvalb Calb1 Sst","5"
"SM-GE5VE_S045_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5VE_S052_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5VE_S046_E1-50","Pvalb","Pvalb Calb1 Sst","5"
"SM-GE5VE_S034_E1-50","Vip","Vip Arhgap36 Hmcn1","6"
"SM-GE5VE_S035_E1-50","Vip","Vip Lmo1 Myl1","5"
"SM-GE5VE_S037_E1-50","Pvalb","Pvalb Calb1 Sst","6"
"SM-GE5VE_S038_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5VE_S075_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5VE_S066_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5VE_S094_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE5VE_S076_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE5VE_S085_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE5VE_S095_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5VE_S067_E1-50","Sst","Sst Esm1","6"
"SM-GE5VE_S086_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5VE_S069_E1-50","Vip","Vip Col15a1 Pde1a","1"
"SM-GE5VE_S068_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE5VE_S070_E1-50","Vip","Vip Col15a1 Pde1a","1"
"SM-GE5V2_S004_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5VE_S087_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","2/3"
"SM-GE5VE_S088_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5VE_S080_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5VE_S089_E1-50","Sst","Sst Chrna2 Ptgdr","5"
"SM-GE5VE_S082_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE5VE_S090_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE5VE_S083_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE5VE_S084_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5VE_S091_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE5VE_S092_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5V2_S019_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5V2_S020_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5V2_S036_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5V2_S014_E1-50","Sst","Sst Calb2 Necab1","4"
"SM-GE5V2_S021_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE5V2_S022_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE5V2_S039_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5V2_S015_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5V2_S017_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5V2_S044_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","6"
"SM-GE5V2_S016_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE5V2_S023_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE5V2_S018_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE5V2_S033_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5V2_S050_E1-50","Vip","Vip Col15a1 Pde1a","1"
"SM-GE5V2_S051_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5V2_S045_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5V2_S034_E1-50","Vip","Vip Col15a1 Pde1a","2/3"
"SM-GE5V2_S042_E1-50","Lamp5","Lamp5 Plch2 Dock5","5"
"SM-GE5V2_S043_E1-50","Sst","Sst Chrna2 Ptgdr","5"
"SM-GE5V2_S053_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5V2_S048_E1-50","Pvalb","Pvalb Gabrg1","6"
"SM-GE5V2_S049_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5V2_S054_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5V2_S055_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE5V2_S058_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE5V2_S061_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE5V2_S059_E1-50","Vip","Vip Pygm C1ql1","4"
"SM-GE5V2_S060_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE5V2_S067_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5V2_S079_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE5V2_S080_E1-50","Vip","Vip Arhgap36 Hmcn1","6"
"SM-GE5V2_S069_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5V2_S081_E1-50","Vip","Vip Pygm C1ql1","5"
"SM-GE5V2_S074_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GE5V2_S075_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE5V2_S064_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE5V2_S082_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5V2_S083_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE5V2_S084_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","5"
"SM-GE5V2_S071_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5V2_S065_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE5V2_S066_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","2/3"
"SM-GE5V2_S086_E1-50","Vip","Vip Arhgap36 Hmcn1","4"
"SM-GE5V2_S087_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5V2_S088_E1-50","Vip","Vip Pygm C1ql1","4"
"SM-GE5V2_S089_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE5V2_S090_E1-50","Vip","Vip Col15a1 Pde1a","5"
"SM-GE5V2_S092_E1-50","Vip","Vip Col15a1 Pde1a","1"
"SM-GE5UU_S018_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5UU_S014_E1-50","Vip","Vip Col15a1 Pde1a","4"
"SM-GE5V2_S096_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5UU_S017_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5V2_S094_E1-50","Serpinf1","Serpinf1 Clrn1","5"
"SM-GE5V2_S095_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","1"
"SM-GE5UU_S026_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5UU_S020_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5UU_S021_E1-50","Vip","Vip Rspo1 Itga4","2/3"
"SM-GE5UU_S049_E1-50","Vip","Vip Lmo1 Myl1","4"
"SM-GE5UU_S050_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE5UU_S030_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5UU_S042_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5UU_S051_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE5UU_S031_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5UU_S043_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5UU_S044_E1-50","Pvalb","Pvalb Calb1 Sst","6"
"SM-GE5UU_S032_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5UU_S036_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE5UU_S037_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE5UU_S039_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5UU_S033_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5UU_S034_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5UU_S047_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5UU_S040_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5UU_S048_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE5UU_S041_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5UU_S070_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5UU_S077_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE5UU_S055_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5UU_S071_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5UU_S078_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE5UU_S065_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5UU_S072_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5UU_S066_E1-50","Pvalb","Pvalb Reln Tac1","2/3"
"SM-GE5UU_S067_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","5"
"SM-GE5UU_S068_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE5UU_S082_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5UU_S069_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5UU_S083_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5UU_S076_E1-50","Sst","Sst Mme Fam114a1","6"
"SM-GE5UX_S097_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5UX_S099_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE5UU_S085_E1-50","Sncg","Sncg Gpr50","5"
"SM-GE5UU_S086_E1-50","Sst","Sst Tac2 Myh4","5"
"SM-GE5UU_S095_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE5UU_S092_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5UU_S093_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE5UU_S094_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE5UX_S105_E1-50","Lamp5","Lamp5 Fam19a1 Pax6","1"
"SM-GE5UX_S120_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE5UX_S106_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5UX_S121_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE5UX_S116_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE5UX_S117_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE5UX_S118_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5UX_S129_E1-50","Sst","Sst Esm1","6"
"SM-GE5UX_S133_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5UX_S153_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE5UX_S134_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5UX_S130_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5UX_S154_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE5UX_S163_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE5UX_S136_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5UX_S155_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE5UX_S169_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE5UX_S137_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE5UX_S164_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5UX_S143_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE5UX_S132_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE5UX_S165_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5UX_S138_E1-50","Lamp5","Lamp5 Plch2 Dock5","4"
"SM-GE5UX_S156_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5UX_S166_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE5UX_S157_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5UX_S158_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE5UX_S139_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE5UX_S167_E1-50","Sst","Sst Myh8 Fibin","6"
"SM-GE5UX_S159_E1-50","Sncg","Sncg Vip Nptx2","2/3"
"SM-GE5UX_S171_E1-50","Lamp5","Lamp5 Plch2 Dock5","5"
"SM-GE5UX_S170_E1-50","Lamp5","Lamp5 Plch2 Dock5","4"
"SM-GE5UX_S188_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5UX_S184_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5UX_S189_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5UX_S175_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE5UX_S190_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5UX_S176_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5UX_S181_E1-50","Pvalb","Pvalb Gabrg1","6"
"SM-GE5UX_S172_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE5UX_S182_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","1"
"SM-GE5UX_S183_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE5UX_S173_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5UX_S187_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE5UX_S178_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5UQ_S097_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE5UQ_S098_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5UX_S192_E1-50","Sncg","Sncg Vip Itih5","5"
"SM-GE5UQ_S099_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5UX_S179_E1-50","Lamp5","Lamp5 Lsp1","4"
"SM-GE5UQ_S100_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5UQ_S101_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5UQ_S120_E1-50","Sst","Sst Mme Fam114a1","6"
"SM-GE5UQ_S128_E1-50","Sst","Sst Esm1","5"
"SM-GE5UQ_S111_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE5UQ_S106_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5UQ_S112_E1-50","Sst","Sst Tac1 Htr1d","5"
"SM-GE5UQ_S107_E1-50","Sst","Sst Esm1","6"
"SM-GE5UQ_S102_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE5UQ_S108_E1-50","Sst","Sst Chodl","5"
"SM-GE5UQ_S130_E1-50","Vip","Vip Lmo1 Myl1","4"
"SM-GE5UQ_S113_E1-50","Vip","Vip Arhgap36 Hmcn1","4"
"SM-GE5UQ_S109_E1-50","Sst","Sst Chodl","6"
"SM-GE5UQ_S110_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE5UQ_S103_E1-50","Lamp5","Lamp5 Lhx6","5"
"SM-GE5UQ_S104_E1-50","Lamp5","Lamp5 Lhx6","6"
"SM-GE5UQ_S132_E1-50","Sst","Sst Chodl","5"
"SM-GE5UQ_S114_E1-50","Sst","Sst Chodl","5"
"SM-GE5UQ_S122_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5UQ_S115_E1-50","Vip","Vip Lmo1 Myl1","5"
"SM-GE5UQ_S123_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE5UQ_S138_E1-50","Sst","Sst Mme Fam114a1","5"
"SM-GE5UQ_S143_E1-50","Vip","Vip Arhgap36 Hmcn1","5"
"SM-GE5UQ_S139_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE5UQ_S140_E1-50","Sst","Sst Tac1 Htr1d","4"
"SM-GE5UQ_S144_E1-50","Sst","Sst Chodl","5"
"SM-GE5UQ_S165_E1-50","Sst","Sst Chodl","5"
"SM-GE5UQ_S166_E1-50","Lamp5","Lamp5 Lhx6","6"
"SM-GE5UQ_S167_E1-50","Sst","Sst Tac1 Tacr3","6"
"SM-GE5UQ_S169_E1-50","Sst","Sst Esm1","6"
"SM-GE5UQ_S170_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5U8_S008_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE5U8_S009_E1-50","Sst","Sst Esm1","5"
"SM-GE5U8_S012_E1-50","Sst","Sst Chodl","5"
"SM-GE5U8_S019_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5U8_S013_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5U8_S014_E1-50","Pvalb","Pvalb Gabrg1","5"
"SM-GE5U8_S020_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5U8_S015_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5U8_S017_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5U8_S021_E1-50","Sst","Sst Esm1","5"
"SM-GE5U8_S018_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5U8_S075_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE5U8_S033_E1-50","Sst","Sst Chodl","6"
"SM-GE5U8_S076_E1-50","Pvalb","Pvalb Th Sst","5"
"SM-GE5U8_S049_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE5U8_S034_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE5U8_S077_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5U8_S050_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5U8_S078_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5U8_S083_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE5U8_S079_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5U8_S084_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5U8_S080_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE5U8_S081_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE5U8_S088_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5U8_S082_E1-50","Sst","Sst Tac2 Myh4","6"
"SM-GE5U8_S085_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE8WI_S136_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5U8_S089_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE8WI_S137_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5U8_S090_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE8WI_S138_E1-50","Sst","Sst Tac1 Htr1d","4"
"SM-GE5U8_S091_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE8WI_S139_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5U8_S094_E1-50","Pvalb","Pvalb Calb1 Sst","6"
"SM-GE5U8_S095_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5U8_S096_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE8WI_S141_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE8WI_S162_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8WI_S163_E1-50","Sst","Sst Chodl","5"
"SM-GE8WI_S164_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","5"
"SM-GE8WI_S167_E1-50","Sst","Sst Chodl","5"
"SM-GE8WI_S165_E1-50","Sst","Sst Chodl","5"
"SM-GE8WI_S187_E1-50","Sst","Sst Tac2 Myh4","6"
"SM-GE8WI_S182_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE8WI_S188_E1-50","Sst","Sst Tac1 Tacr3","4"
"SM-GE8WI_S171_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE8WI_S189_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE8WI_S183_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE8WI_S190_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE8WI_S177_E1-50","Sst","Sst Tac2 Myh4","6"
"SM-GE8WI_S172_E1-50","Sst","Sst Nts","6"
"SM-GE8WI_S178_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE8WI_S184_E1-50","Pvalb","Pvalb Gabrg1","6"
"SM-GE8WI_S180_E1-50","Sst","Sst Esm1","6"
"SM-GE8WI_S181_E1-50","Vip","Vip Pygm C1ql1","4"
"SM-GE5U1_S149_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5U1_S154_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5U1_S161_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5U1_S162_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5U1_S163_E1-50","Sst","Sst Esm1","5"
"SM-GE5U1_S156_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE5U1_S151_E1-50","Sst","Sst Esm1","5"
"SM-GE5U1_S157_E1-50","Sst","Sst Mme Fam114a1","6"
"SM-GE5U1_S158_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE5U1_S164_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE5U1_S159_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5U1_S152_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE5U1_S147_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5U1_S165_E1-50","Vip","Vip Lmo1 Fam159b","5"
"SM-GE5U1_S148_E1-50","Vip","Vip Pygm C1ql1","4"
"SM-GE5U1_S160_E1-50","Sst","Sst Hpse Sema3c","4"
"SM-GE5U1_S166_E1-50","Vip","Vip Lmo1 Fam159b","5"
"SM-GE5U1_S173_E1-50","Vip","Vip Chat Htr1f","5"
"SM-GE5U1_S167_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE5U1_S168_E1-50","Vip","Vip Rspo1 Itga4","1"
"SM-GE5U1_S175_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5U1_S178_E1-50","Vip","Vip Lmo1 Fam159b","5"
"SM-GE5U1_S172_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE5PA_S130_E1-50","Sst","Sst Chodl","5"
"SM-GE5PA_S121_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE5PA_S131_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5PA_S132_E1-50","Sst","Sst Chodl","5"
"SM-GE5PA_S133_E1-50","Sst","Sst Chodl","5"
"SM-GE5PA_S143_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE5PA_S135_E1-50","Sst","Sst Nts","6"
"SM-GE5PA_S144_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GE5PA_S145_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE5PA_S153_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5PA_S154_E1-50","Sst","Sst Chodl","5"
"SM-GE5PA_S155_E1-50","Sst","Sst Chodl","5"
"SM-GE5PA_S156_E1-50","Sst","Sst Chodl","5"
"SM-GE5PA_S162_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5PA_S170_E1-50","Sst","Sst Esm1","5"
"SM-GE5PA_S177_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE5PA_S166_E1-50","Sst","Sst Esm1","6"
"SM-GE5PA_S164_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5PA_S167_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5PA_S168_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5PA_S165_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5PA_S175_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE5PA_S171_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5PA_S169_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5PA_S176_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE5PA_S180_E1-50","Vip","Vip Crispld2 Htr2c","1"
"SM-GE5PA_S181_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE5PA_S178_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE5PA_S183_E1-50","Vip","Vip Crispld2 Kcne4","1"
"SM-GE5PA_S189_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5PA_S073_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5PA_S082_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5PA_S074_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE5PA_S075_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5PA_S080_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5PA_S076_E1-50","Sst","Sst Esm1","5"
"SM-GE5PA_S081_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5PG_S004_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE5PA_S089_E1-50","Sst","Sst Esm1","5"
"SM-GE5PA_S084_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE5PG_S005_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5PA_S090_E1-50","Sst","Sst Esm1","5"
"SM-GE5PA_S091_E1-50","Sst","Sst Esm1","5"
"SM-GE5PA_S094_E1-50","Sst","Sst Tac1 Tacr3","4"
"SM-GE5PA_S095_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5PA_S087_E1-50","Sst","Sst Calb2 Necab1","2/3"
"SM-GE5PA_S085_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE5PA_S096_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5PG_S006_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5PA_S086_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE5PA_S093_E1-50","Sst","Sst Tac2 Myh4","5"
"SM-GE5PA_S088_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5PG_S003_E1-50","Sst","Sst Nts","6"
"SM-GE5PG_S001_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE5PG_S007_E1-50","Sst","Sst Esm1","5"
"SM-GE5PG_S008_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
